match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_points_won,p2_points_won,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,winner_shot_type_0,winner_shot_type_B,winner_shot_type_F,server_1,server_2,serve_no_1,serve_no_2,point_victor_1,point_victor_2,game_victor_0,game_victor_1,game_victor_2,set_victor_0,set_victor_1,set_victor_2,p1_score_encoded,p2_score_encoded,score_diff,p1_run,p2_run,p1_game_run,p2_game_run,is_break_point,is_set_point,is_match_point,server_advantage,server_dominance,p1_cumulative_distance,p2_cumulative_distance,set_diff,game_diff,match_stage,elapsed_time_seconds,cumulative_dist_diff
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0.3478260869565217,623.877,677.464,0,1,early,1954,-53.5870000000001
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,24,23,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.0,1.0,-1.0,1,0,1,0,0,0,0,0,0.3478260869565217,624.806,678.394,0,1,early,1977,-53.587999999999965
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,24,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1.0,1.0,0.0,0,1,0,1,0,0,0,0,0.3478260869565217,626.233,679.243,0,1,early,2013,-53.010000000000105
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,25,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.0,2.0,-1.0,1,0,1,0,0,0,0,0,0.3478260869565217,644.071,697.707,0,1,early,2038,-53.63599999999997
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,26,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,2.0,2.0,0.0,2,0,2,0,0,0,0,0,0.3478260869565217,705.852,752.063,0,1,early,2086,-46.21100000000001
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,27,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,3.0,2.0,1.0,3,0,3,0,1,0,0,0,0.3478260869565217,735.529,771.184,0,1,early,2162,-35.65499999999997
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0,0.0,0.0,4,0,1,0,0,1,0,0,0.4814814814814814,738.87,775.909,0,2,early,2238,-37.03899999999999
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,1.0,0,1,0,1,0,0,0,0,0.4814814814814814,744.398,783.433,0,2,early,2264,-39.03499999999997
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1.0,1.0,0.0,1,0,1,0,0,1,0,0,0.4814814814814814,748.625,789.549,0,2,early,2306,-40.92399999999998
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,29,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,2.0,1.0,1.0,0,1,0,1,0,0,0,0,0.4814814814814814,760.279,801.251,0,2,early,2334,-40.97199999999998
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,30,26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,2.0,2.0,0.0,1,0,1,0,0,1,0,0,0.4814814814814814,771.619,812.77,0,2,early,2369,-41.150999999999954
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,30,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,3.0,2.0,1.0,0,1,0,1,0,0,0,1,0.4814814814814814,780.918,820.847,0,2,early,2401,-39.928999999999974
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,31,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3.0,3.0,0.0,1,0,1,0,0,1,0,0,0.4814814814814814,812.346,850.5980000000001,0,2,early,2433,-38.252000000000066
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,31,28,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,4.0,3.0,1.0,0,1,0,1,0,0,0,1,0.4814814814814814,828.86,868.5600000000001,0,2,early,2483,-39.700000000000045
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,31,29,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,3.0,3.0,0.0,0,2,0,2,0,0,0,0,0.4814814814814814,850.742,891.971,0,2,early,2551,-41.22900000000004
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,32,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,3.0,4.0,-1.0,1,0,1,0,1,1,0,0,0.4814814814814814,869.447,920.23,0,2,early,2598,-50.783000000000015
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3.0,3.0,0.0,2,0,2,0,0,1,0,0,0.4814814814814814,871.556,923.37,0,2,early,2639,-51.813999999999965
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,34,29,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,4.0,3.0,1.0,3,0,3,0,0,1,0,1,0.4814814814814814,888.148,942.976,0,2,early,2669,-54.827999999999975
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,34,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0.44,889.769,943.819,1,0,middle,2824,-54.049999999999955
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,34,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,1.0,-1.0,0,2,0,2,0,0,0,0,0.44,890.665,944.683,1,0,middle,2847,-54.01800000000003
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,34,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,2.0,-2.0,0,3,0,3,0,0,0,0,0.44,894.284,948.501,1,0,middle,2872,-54.216999999999985
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0.0,3.0,-3.0,0,4,0,4,0,0,0,0,0.44,903.614,954.972,1,0,middle,2897,-51.35799999999995
